縣市 ,測站名稱 ,空氣污染指標 ,指標污染物, 狀態 ,二氧化硫濃度 ,一氧化碳濃度 ,臭氧濃度 ,懸浮微粒濃度 ,細懸浮微粒濃度 ,二氧化氮濃度 ,細懸浮微粒指標 ,氮氧化物 ,一氧化氮 ,發佈時間
新北市,三重,52,懸浮微粒,普通,7.8,2.65,,61,23,40,2,144.71,105.2,2017-04-20 22:00
新北市,土城,37,,良好,3,0.76,3.8,46,18,28,2,40.31,12.82,2017-04-20 21:00
新北市,永和,44,,良好,4.5,1.98,2.8,46,23,38,2,84.95,47.42,2017-04-20 21:00
新北市,汐止,37,,良好,4.4,1.09,0.9,36,23,30,2,62.68,32.75,2017-04-20 22:00
新北市,板橋,37,,良好,6.7,0.56,10,,,12,2,15.23,3.19,2017-04-20 21:00
新北市,林口,47,,良好,3.8,0.26,13,55,28,17,2,18.13,1.02,2017-04-20 22:00
新北市,淡水,40,,良好,3.4,0.47,11,39,19,16,2,20.64,4.5,2017-04-20 22:00
新北市,菜寮,35,,良好,4.9,0.73,5.8,42,30,30,2,36.59,6.5,2017-04-20 22:00
新北市,新店,39,,良好,2.7,1.09,2.6,48,24,30,2,55.09,25,2017-04-20 22:00
新北市,新莊,35,,良好,4.5,0.99,3.5,51,31,35,2,60.41,25.59,2017-04-20 22:00
新北市,萬里,36,,良好,3.5,0.45,13,41,21,23,2,25.14,2.59,2017-04-20 22:00
新北市,三重,54,懸浮微粒,普通,6.9,1.46,,67,29,35,2,102.51,67.04,2017-04-20 23:00
新北市,土城,38,,良好,2.4,0.65,3.1,45,20,22,2,33.53,11.1,2017-04-20 22:00
新北市,永和,44,,良好,2.9,1.41,2,47,21,32,2,64.04,32,2017-04-20 22:00
新北市,汐止,36,,良好,4.7,1.41,0.9,34,23,27,2,71.44,44.02,2017-04-20 23:00
新北市,板橋,39,,良好,5.3,0.83,4,47,27,26,2,32.34,6.8,2017-04-20 22:00
新北市,林口,47,,良好,5.7,0.34,4.8,44,21,20,2,24.94,4.54,2017-04-20 23:00
新北市,淡水,39,,良好,3.2,0.44,7.8,36,18,16,2,20.6,4.65,2017-04-20 23:00
新北市,菜寮,36,,良好,4.4,0.98,2.4,44,30,32,3,43.66,11.57,2017-04-20 23:00
新北市,新店,41,,良好,2.1,0.68,4.2,49,22,22,2,30.31,8.23,2017-04-20 23:00
新北市,新莊,40,,良好,6.4,1.21,0.6,61,33,37,2,72.58,35.71,2017-04-20 23:00
新北市,萬里,37,,良好,3.5,0.44,12,42,29,21,2,23.71,3,2017-04-20 23:00
新北市,三重,54,懸浮微粒,普通,6.9,1.46,,67,29,35,2,102.51,67.04,2017-04-20 23:00
新北市,土城,39,,良好,2.4,0.65,3.1,45,20,22,2,33.53,11.1,2017-04-20 22:00
新北市,永和,45,,良好,2.6,1.3,2.6,48,18,27,2,55.51,28.91,2017-04-20 23:00
新北市,汐止,36,,良好,4.7,1.41,0.9,34,23,27,2,71.44,44.02,2017-04-20 23:00
新北市,板橋,43,,良好,5.6,1,1.2,53,28,29,2,44.87,15.98,2017-04-20 23:00
新北市,林口,47,,良好,5.7,0.34,4.8,44,21,20,2,24.94,4.54,2017-04-20 23:00
新北市,淡水,39,,良好,3.2,0.44,7.8,36,18,16,2,20.6,4.65,2017-04-20 23:00
新北市,菜寮,36,,良好,4.4,0.98,2.4,44,30,32,3,43.66,11.57,2017-04-20 23:00
新北市,新店,41,,良好,2.1,0.68,4.2,49,22,22,2,30.31,8.23,2017-04-20 23:00
新北市,新莊,40,,良好,6.4,1.21,0.6,61,33,37,2,72.58,35.71,2017-04-20 23:00
新北市,萬里,37,,良好,3.5,0.44,12,42,29,21,2,23.71,3,2017-04-20 23:00
新北市,三重,56,懸浮微粒,普通,3.5,1.48,,57,22,30,2,83.1,53.37,2017-04-21 01:00
新北市,土城,39,,良好,2.5,0.62,2.5,43,23,22,2,34.85,12.85,2017-04-21 00:00
新北市,永和,44,,良好,2,0.73,4.7,44,17,17,2,25.61,8.76,2017-04-21 00:00
新北市,汐止,35,,良好,3.2,0.78,1.6,38,23,21,2,34.44,13.08,2017-04-21 01:00
新北市,板橋,44,,良好,3.6,0.76,3,50,27,25,3,35.46,10.56,2017-04-21 00:00
新北市,林口,41,,良好,4.4,0.32,2.3,34,20,24,2,28.42,4.83,2017-04-21 01:00
新北市,淡水,35,,良好,4.5,0.57,2.3,35,14,20,2,29.32,9.61,2017-04-21 01:00
新北市,菜寮,40,,良好,3.7,0.92,1,48,24,27,3,40.08,12.87,2017-04-21 01:00
新北市,新店,41,,良好,1.7,0.48,4.2,37,20,17,2,20.66,3.82,2017-04-21 01:00
新北市,新莊,43,,良好,5.3,1.09,0.6,42,33,31,3,59.2,28.66,2017-04-21 01:00
新北市,萬里,42,,良好,3.5,0.51,3.9,44,23,23,3,25.94,3.41,2017-04-21 01:00
新北市,三重,55,懸浮微粒,普通,3.7,1.16,,51,17,27,2,78.42,51.03,2017-04-21 02:00
新北市,土城,40,,良好,2.8,0.65,1.9,47,23,21,2,41.23,20.31,2017-04-21 01:00
新北市,永和,43,,良好,3,0.84,2.8,41,16,17,2,28.41,11.1,2017-04-21 01:00
新北市,汐止,35,,良好,2,0.67,1.9,38,25,19,2,30.8,12.02,2017-04-21 02:00
新北市,板橋,44,,良好,3.3,0.91,1.8,49,25,25,3,40.04,15.51,2017-04-21 01:00
新北市,林口,38,,良好,6.5,0.31,1.7,31,18,24,2,28.83,5.22,2017-04-21 02:00
新北市,淡水,35,,良好,3.4,0.58,2.4,38,16,19,2,28.12,9.09,2017-04-21 02:00
新北市,菜寮,41,,良好,5.9,0.93,0.6,43,25,26,3,49.89,23.59,2017-04-21 02:00
新北市,新店,40,,良好,1.7,0.37,6.8,41,19,12,2,13.68,1.96,2017-04-21 02:00
新北市,新莊,43,,良好,4.7,0.85,0.1,44,33,27,3,58.14,31.49,2017-04-21 02:00
新北市,萬里,41,,良好,2.8,0.4,3.3,36,19,16,3,19.56,3.08,2017-04-21 02:00
新北市,三重,54,懸浮微粒,普通,4.1,1,,47,15,23,2,62.68,39.25,2017-04-21 03:00
新北市,土城,42,,良好,2,0.46,1.7,49,20,15,2,27.64,12.3,2017-04-21 02:00
新北市,永和,42,,良好,2.4,0.72,2.4,41,18,17,2,35.4,18.64,2017-04-21 02:00
新北市,汐止,37,,良好,1.7,0.67,0.7,38,23,17,2,35.1,18.11,2017-04-21 03:00
新北市,板橋,46,,良好,3.4,0.8,0.9,49,22,21,2,34.33,13.28,2017-04-21 02:00
新北市,林口,37,,良好,4.8,0.24,3.3,34,13,19,2,21.72,2.54,2017-04-21 03:00
新北市,淡水,35,,良好,2.9,0.41,3.2,37,17,17,2,23.18,6,2017-04-21 03:00
新北市,菜寮,41,,良好,5.4,0.76,0.5,41,23,24,3,47.51,23.97,2017-04-21 03:00
新北市,新店,40,,良好,1.6,0.29,9.4,38,19,7.4,2,8.57,1.21,2017-04-21 03:00
新北市,新莊,42,,良好,4.2,0.57,0.4,42,29,24,3,45.8,21.92,2017-04-21 03:00
新北市,萬里,40,,良好,2.6,0.34,4,36,15,13,2,16.46,2.97,2017-04-21 03:00
新北市,三重,52,懸浮微粒,普通,4,0.97,,45,12,21,2,49.58,28.15,2017-04-21 04:00
新北市,土城,44,,良好,1.9,0.42,1.7,48,17,15,2,30.06,14.57,2017-04-21 03:00
新北市,永和,41,,良好,1.8,0.42,6.7,34,16,10,2,14.88,4.4,2017-04-21 03:00
新北市,汐止,38,,良好,1.8,0.68,0.9,42,22,18,2,32.05,14.35,2017-04-21 04:00
新北市,板橋,45,,良好,2.7,0.57,2.2,43,19,15,2,20.86,6.08,2017-04-21 03:00
新北市,林口,39,,良好,3.8,0.19,3.8,47,18,19,2,21.31,2.44,2017-04-21 04:00
新北市,淡水,35,,良好,3.7,0.2,8.6,34,18,11,2,12.7,1.64,2017-04-21 04:00
新北市,菜寮,41,,良好,3.8,0.61,0.6,41,19,21,2,34.7,14.05,2017-04-21 04:00
新北市,新店,40,,良好,1.6,0.28,10,38,16,6.9,2,7.71,.78,2017-04-21 04:00
新北市,新莊,40,,良好,3.5,0.39,0.6,34,22,19,3,28.72,9.99,2017-04-21 04:00
新北市,萬里,38,,良好,2.5,0.3,6,36,18,11,2,11.22,.59,2017-04-21 04:00
新北市,三重,50,,良好,1.8,0.73,,44,12,15,2,31.07,16.36,2017-04-21 05:00
新北市,土城,43,,良好,2.2,0.5,1.7,35,18,15,2,36.11,21.56,2017-04-21 05:00
新北市,永和,39,,良好,1.6,0.35,7.9,32,12,7.1,2,9.94,2.87,2017-04-21 04:00
新北市,汐止,39,,良好,2.2,0.71,0.8,40,22,17,2,44.41,27.8,2017-04-21 05:00
新北市,板橋,43,,良好,2.1,0.43,0.9,37,23,15,2,22.77,7.89,2017-04-21 05:00
新北市,林口,40,,良好,4.2,0.22,0.8,40,18,23,2,29.5,6.83,2017-04-21 05:00
新北市,淡水,35,,良好,2.4,0.28,3.5,30,16,13,2,17.27,3.98,2017-04-21 05:00
新北市,菜寮,40,,良好,1.9,0.42,3,34,19,13,2,17.51,4.08,2017-04-21 05:00
新北市,新店,40,,良好,1.6,0.29,9.8,40,17,6.6,2,7.25,.69,2017-04-21 05:00
新北市,新莊,39,,良好,3.4,0.49,0.6,29,16,19,3,39.6,20.93,2017-04-21 05:00
新北市,萬里,37,,良好,2.4,0.27,7.1,34,22,9.5,2,10.09,.6,2017-04-21 05:00
新北市,三重,49,,良好,2.3,1.2,,42,10,19,2,81.86,63.13,2017-04-21 06:00
新北市,土城,43,,良好,2.2,0.5,1.7,35,18,15,2,36.11,21.56,2017-04-21 05:00
新北市,永和,38,,良好,1.7,0.44,5.3,38,14,9.7,2,14.68,5,2017-04-21 05:00
新北市,汐止,39,,良好,2.2,0.85,0.8,38,19,15,2,62.34,47.59,2017-04-21 06:00
新北市,板橋,43,,良好,2.1,0.43,0.9,37,23,15,2,22.77,7.89,2017-04-21 05:00
新北市,林口,40,,良好,3.7,0.24,2.8,34,16,19,2,29.62,10.54,2017-04-21 06:00
新北市,淡水,35,,良好,2.3,0.29,2.7,36,14,14,2,20.11,6.45,2017-04-21 06:00
新北市,菜寮,38,,良好,1.7,0.49,2.4,32,22,14,2,19.62,5.91,2017-04-21 06:00
新北市,新店,38,,良好,1.6,0.33,8.6,29,19,8.1,2,9.5,1.39,2017-04-21 06:00
新北市,新莊,38,,良好,3.3,0.58,0.5,31,18,20,2,44.05,24.34,2017-04-21 06:00
新北市,萬里,37,,良好,2.3,0.32,6.1,35,23,11,2,12.94,2.15,2017-04-21 06:00
新北市,三重,47,,良好,3.5,2.07,,42,14,23,2,149,126.17,2017-04-21 07:00
新北市,土城,41,,良好,3.1,0.6,2.1,35,18,14,2,47.37,33.14,2017-04-21 06:00
新北市,永和,38,,良好,1.9,0.62,5.4,36,16,10,2,23.78,13.55,2017-04-21 06:00
新北市,汐止,39,,良好,2.5,0.87,1.4,41,22,16,2,73.2,57.29,2017-04-21 07:00
新北市,板橋,41,,良好,2.4,0.49,2,35,21,15,2,25.06,10.16,2017-04-21 06:00
新北市,林口,42,,良好,4.4,0.32,6.5,45,19,20,2,33.97,14.43,2017-04-21 07:00
新北市,淡水,35,,良好,2.9,0.31,6.3,38,16,14,2,21.03,7.2,2017-04-21 07:00
新北市,菜寮,37,,良好,1.6,0.59,4.4,35,21,13,2,23.82,10.37,2017-04-21 07:00
新北市,新店,36,,良好,1.7,0.38,7.9,26,18,9.3,2,15.36,6.05,2017-04-21 07:00
新北市,新莊,37,,良好,3.9,0.59,1.8,36,18,18,2,40.17,21.98,2017-04-21 07:00
新北市,萬里,37,,良好,2.6,0.42,4.4,37,21,12,2,24.19,12.24,2017-04-21 07:00
